,SUT,A1-1,A1-2,A1-3,A1-4,A2-1,A3-1,A3-2,A4-1,B1-1,B1-2,Operations with Problem,B2-1,C1-1,C1-2,C1-3,C2-1,C2-2,D1-1,D1-2,In Host,D1-3,D3-1,D3-2,Paths,Operations,Body Operations,Parameters,Status Codes,Page Param
0,Barrier_API_1,1,1,1,1,1,1,False,0,1,0,0,1,0,0,0,0,0,0,1,True,0,0,0,1,1,0,0,"{""200"": 1}",{}
1,Dee,36,36,25,36,2,25,True,0,46,7,12,46,0,0,0,24,0,0,36,True,0,0,0,36,46,24,46,"{""200"": 46, ""409"": 2, ""400"": 6, ""404"": 4, ""401"": 4}",{}
2,Swagger_Fleet_Management_API_1,3,1,3,3,0,3,False,1,3,0,0,3,0,0,0,0,0,0,3,True,0,0,0,3,3,0,5,"{""200"": 3, ""500"": 3, ""404"": 1}","{""page"": 1, ""per_page"": 1}"
3,Customers1_API_1,1,1,1,1,0,1,True,0,1,0,0,1,0,0,0,0,0,0,1,True,0,0,0,1,1,0,0,"{""200"": 1, ""400"": 1}",{}
4,Demo_Conference_API_1,12,12,12,12,4,12,False,0,12,0,0,12,0,0,0,0,0,0,12,True,0,0,0,12,12,1,16,"{""200"": 12}",{}
5,API_Design_v1,4,5,3,5,0,3,True,2,8,2,4,8,0,4,7,2,2,0,5,True,0,0,0,5,8,2,27,"{""200"": 7, ""400"": 7, ""401"": 7, ""403"": 7, ""404"": 7, ""500"": 7, ""201"": 1}","{""limit"": 2, ""offset"": 2}"
6,Death_Notifications_API_-_Knab_3,5,5,5,5,0,5,False,0,6,0,0,0,0,0,0,4,0,0,5,True,0,0,0,5,6,4,12,"{""200"": 6, ""401"": 6}",{}
7,Captura_Manual_1,9,9,8,9,0,9,False,0,9,0,0,9,0,0,0,7,0,0,0,True,0,0,0,9,9,7,16,"{""200"": 9, ""400"": 9, ""401"": 9, ""403"": 9, ""404"": 9, ""500"": 9}",{}
8,API_Blue_v0,0,4,8,8,0,8,False,4,8,0,8,8,0,0,0,0,0,0,8,True,0,0,0,8,8,0,44,"{""200"": 8}","{""page"": 4}"
9,CoreApi_1,1,1,1,1,0,1,False,0,1,0,0,1,0,0,0,1,0,0,1,True,0,0,0,1,1,1,1,"{""201"": 1}",{}
10,Survey_microservice_1,4,4,1,4,0,4,True,0,6,0,0,6,0,0,0,3,1,0,4,True,0,0,0,4,6,3,7,"{""200"": 4, ""201"": 2, ""405"": 1, ""400"": 3, ""404"": 3, ""403"": 1}",{}
11,Data_Hub_REST_API_for_Subscription_Plan_1,1,1,1,0,0,1,True,0,1,0,0,0,0,0,0,0,0,0,1,True,0,0,0,1,1,0,1,"{""200"": 1, ""401"": 1}",{}
12,Cordoniq_Core_API_v1,31,30,5,31,0,29,False,0,46,0,2,46,0,0,0,20,0,0,31,False,0,0,0,31,46,20,180,"{""200"": 38, ""201"": 8, ""400"": 45, ""401"": 44, ""500"": 45, ""404"": 42, ""403"": 1}",{}
13,avisoSinistro_1,1,1,0,1,0,1,True,0,1,0,0,1,0,0,0,0,0,0,1,True,0,0,0,1,1,0,2,"{""200"": 1, ""404"": 1}",{}
14,Bootcamp_API_task_solution_2,5,5,3,5,0,4,True,0,7,0,1,7,0,0,0,3,0,0,5,True,0,0,0,5,7,3,8,"{""200"": 7, ""400"": 6, ""404"": 5}",{}
15,InMoment_English_Dictionary_Robot_Challenge_1,9,9,9,9,0,9,False,0,9,0,0,9,0,0,0,0,0,0,9,False,0,0,0,9,9,0,0,"{""200"": 9}",{}
16,ArtAPI_-_LAB-3_Grupo_2_1,8,8,6,8,0,8,False,3,19,0,0,19,0,0,0,6,0,0,8,False,0,0,0,8,19,8,42,"{""200"": 6, ""400"": 11, ""204"": 8, ""404"": 13, ""201"": 5}","{""limit"": 3, ""offset"": 3, ""page"": 3}"
17,DCSA_OpenAPI_specification_for_responding_to_an_issuance_request,1,1,1,1,0,1,True,0,1,0,0,0,0,0,0,1,0,0,0,True,0,0,0,1,1,1,2,"{""204"": 1}",{}
18,Common_Services_1,4,4,4,4,0,3,False,0,4,0,1,4,4,0,0,0,0,0,4,False,0,4,0,4,4,0,0,"{""200"": 4}",{}
19,app_1,1,1,1,1,0,1,True,0,1,0,0,1,0,0,0,0,0,0,1,True,0,0,0,1,1,0,0,"{""200"": 1, ""400"": 1}",{}
20,cph_keyBlockNumber_1,0,1,1,1,0,1,True,0,1,0,0,1,0,0,0,1,0,0,1,False,0,0,0,1,1,1,1,"{""200"": 1}",{}
21,Sambandha_API_1,4,4,2,4,0,4,False,0,8,0,0,8,0,0,0,4,0,0,4,True,0,0,0,4,8,4,10,"{""200"": 8, ""400"": 8}",{}
22,API_Visanet_eCommerce_v2,12,12,5,12,0,8,False,0,12,1,4,12,0,0,0,3,0,0,12,True,0,0,0,12,12,3,20,"{""200"": 12, ""401"": 12, ""500"": 12}",{}
23,Book_Management_1,7,7,1,7,0,3,True,0,11,4,4,11,0,0,0,3,0,0,7,True,0,0,0,7,11,3,16,"{""200"": 8, ""405"": 3, ""400"": 3, ""404"": 2}",{}
24,API_FACTURACION_TECM_1,1,1,1,1,0,1,True,0,1,0,0,1,0,0,0,0,0,0,1,False,0,0,0,1,1,0,7,"{""200"": 1, ""500"": 1}",{}
25,API_Connector_1,4,4,0,4,0,4,True,0,4,0,0,4,0,0,0,0,0,0,4,True,0,0,0,4,4,0,13,"{""200"": 4}",{}
26,CodeBlues_Microservice_1,4,4,3,4,0,4,True,0,6,0,0,6,0,0,0,3,0,0,4,True,0,0,0,4,6,3,6,"{""200"": 4, ""403"": 3, ""500"": 6, ""201"": 2, ""400"": 3, ""404"": 2}",{}
27,Black_Diamond_-_Rate_Quote_API_3,0,3,3,3,0,3,True,0,3,0,3,3,0,0,0,3,0,0,3,True,0,0,0,3,3,3,9,"{""200"": 3, ""400"": 3, ""401"": 3, ""403"": 3}",{}
28,API1_0,0,1,1,1,0,1,True,0,1,0,0,1,0,0,0,0,0,0,1,False,0,0,0,1,1,0,1,"{""200"": 1}",{}
29,API_Caritas_MTY_3,7,7,1,7,0,7,True,0,7,0,0,7,0,0,0,0,0,0,7,False,0,0,0,7,7,5,5,"{""200"": 7, ""500"": 6}",{}
30,Customer_Engagement_Tool_APIs_1,1,1,1,1,0,0,True,1,2,1,2,2,0,0,0,1,0,0,1,True,0,0,0,1,2,1,4,"{""200"": 1, ""400"": 2, ""201"": 1, ""409"": 1}","{""limit"": 1}"
31,MarsGate_1,9,9,2,9,0,5,False,0,9,3,4,9,0,0,0,2,0,0,9,False,0,0,0,9,9,3,10,"{""200"": 9, ""404"": 6}",{}
32,活動履歴情報取得API_1,1,1,1,1,0,1,True,0,1,0,0,1,0,0,0,0,0,0,0,True,0,0,0,1,1,0,2,"{""200"": 1, ""400"": 1, ""500"": 1}",{}
33,Devoxx_Mobile_API_v1,4,4,3,4,0,4,True,0,4,0,0,4,0,0,0,1,0,0,0,True,0,0,0,4,4,1,5,"{""301"": 1, ""200"": 2, ""201"": 2, ""404"": 2, ""403"": 1, ""409"": 1}",{}
34,Comunicação_core_-_periféricos_1,5,5,0,5,0,5,False,0,5,0,0,5,0,0,0,3,0,0,5,False,0,0,0,5,5,3,24,"{""200"": 5, ""400"": 5, ""500"": 5}",{}
35,Doclogix_Cloud_API_1,11,11,5,11,0,7,True,0,16,4,4,12,0,0,0,6,0,0,11,True,0,0,0,11,16,8,20,"{""400"": 9, ""404"": 6, ""405"": 3, ""200"": 6}",{}
36,Replan_API_multiuser_v1,17,11,17,17,3,10,False,0,17,4,7,17,0,0,0,11,0,0,17,False,0,0,0,17,17,11,12,"{""200"": 17, ""404"": 17, ""500"": 17}",{}
37,Anna_Karenina_1,14,14,7,14,0,10,True,0,20,4,4,16,0,0,0,7,0,0,14,True,0,0,0,14,20,9,23,"{""400"": 12, ""404"": 8, ""405"": 3, ""200"": 9}",{}
38,Auchan_Ecommerce_API_0,3,2,3,3,0,3,False,0,3,0,0,0,0,0,0,0,0,0,3,True,0,0,0,3,3,0,9,"{""200"": 3}",{}
39,Api_para_transferencias_inmediatas_0,6,6,0,6,0,5,True,0,6,1,1,6,0,0,0,3,0,0,6,True,0,0,0,6,6,3,15,"{""200"": 6, ""400"": 5, ""500"": 4}",{}
40,Bank_of_Georgia_Payments_1,4,4,2,4,0,4,True,0,4,0,0,4,0,0,0,1,0,0,4,True,0,0,0,4,4,1,5,"{""200"": 4, ""400"": 2, ""401"": 4, ""403"": 4, ""404"": 2}",{}
41,Courses_2023-10-25,1,1,1,1,0,1,False,0,2,0,0,2,0,0,0,0,0,0,1,False,0,0,0,1,2,0,0,"{""200"": 2}",{}
42,Bulk_Roaming_Management_API_1,3,3,0,3,0,0,False,0,3,0,3,3,0,0,0,3,0,0,3,True,0,0,0,3,3,3,10,"{""200"": 3, ""400"": 3}",{}
43,cph_sendTransaction_1,0,1,1,1,0,1,True,0,1,0,0,1,0,0,0,1,0,0,1,False,0,0,0,1,1,1,1,"{""200"": 1}",{}
44,CDC_Digital_1,10,10,10,10,0,8,True,0,10,0,2,10,0,0,0,3,0,0,10,True,0,0,0,10,10,3,15,"{""200"": 9, ""400"": 10, ""401"": 10, ""201"": 1}",{}
45,Auction_1,0,1,1,1,0,1,True,1,2,0,2,2,0,0,0,1,0,0,1,True,0,0,0,1,2,1,4,"{""200"": 2, ""400"": 2}","{""limit"": 1}"
46,CovidVaccinationAPI_1,0,4,4,4,0,4,True,0,7,0,7,7,0,0,0,3,0,0,4,False,0,0,0,4,7,3,6,"{""200"": 7, ""400"": 3, ""404"": 5}",{}
47,Capitl_Group_API_1,0,0,0,1,0,1,False,0,1,0,1,1,0,0,0,0,0,0,1,True,0,0,0,1,1,0,1,"{""200"": 1, ""400"": 1}",{}
48,AssetWorx_API_4,39,141,49,141,2,121,True,15,172,13,137,172,0,0,0,32,0,0,141,False,0,0,0,141,172,32,175,"{""200"": 172, ""401"": 172}","{""page"": 15}"
49,CalculatorAPI_0,4,4,2,4,0,4,True,0,4,0,0,0,0,0,0,0,0,0,4,True,0,0,0,4,4,0,1,"{""200"": 4}",{}
50,Client_API_1,24,24,24,24,0,19,False,2,32,2,5,32,0,0,3,14,0,0,24,True,0,0,0,24,32,14,47,"{""200"": 32}","{""page"": 2}"
51,Coegil_Public_API_1,7,6,7,7,0,7,False,0,7,0,0,7,0,0,0,5,0,0,7,False,0,0,0,7,7,5,11,"{""200"": 7}",{}
52,Documentação_API_Notificação_2,5,5,4,5,0,3,False,0,6,0,2,6,0,0,0,1,0,0,5,True,0,0,0,5,6,1,11,"{""200"": 6, ""404"": 3, ""500"": 4, ""400"": 1}",{}
53,Koywe's_API_REST_documentation_1,14,14,9,14,0,14,False,0,17,0,0,16,0,0,0,6,0,0,14,False,0,0,0,14,17,6,24,"{""200"": 17, ""400"": 17, ""404"": 5, ""403"": 1}",{}
54,Calculador_de_Puntaje_de_Comunidad_-_Servicio_2_-_G5_0,1,1,0,1,0,1,True,0,1,0,0,1,0,0,0,1,0,0,1,False,0,0,0,1,1,1,1,"{""200"": 1, ""406"": 1, ""500"": 1}",{}
55,APIBR-SD00099-CorrespondentBank-OI00001_v1,1,1,1,1,0,1,False,0,1,0,0,1,0,0,0,1,0,0,1,True,0,0,0,1,1,1,9,"{""200"": 1, ""400"": 1, ""500"": 1}",{}
56,Autoblogging_API_1,2,1,2,2,0,2,False,0,2,0,0,2,0,0,0,0,2,0,2,False,0,0,0,2,2,0,1,"{""200"": 2}",{}
57,AMP_TA_integration_with_third-party_1C_1,4,4,4,4,0,3,True,0,4,1,1,0,0,0,4,0,0,0,4,True,0,0,0,4,4,1,11,"{""200"": 4, ""400"": 4, ""401"": 4, ""403"": 4, ""404"": 2, ""500"": 4}",{}
58,Comparatio_EDI_1,15,15,15,15,0,14,True,0,15,0,1,15,0,0,0,1,0,0,15,True,0,0,0,15,15,1,118,"{""200"": 15}",{}
59,Run_a_Policy_1,1,0,1,1,1,1,True,0,1,0,0,1,0,0,0,0,0,0,1,False,0,0,0,1,1,0,1,"{""200"": 1}",{}
60,ShoppingCart_Service_1,2,2,0,2,0,2,True,0,4,0,0,4,0,0,0,2,0,0,2,True,0,0,0,2,4,2,9,"{""405"": 2, ""200"": 2, ""400"": 3, ""404"": 3}",{}
61,Casalar_Dropshipping_API_1,4,4,4,4,2,2,True,0,5,1,2,5,0,0,0,1,0,0,4,True,0,0,0,4,5,1,13,"{""200"": 5}",{}
62,Blackbird_Analytics_1,5,5,3,5,0,5,False,0,5,0,0,5,0,0,2,5,0,0,5,True,0,0,0,5,5,5,10,"{""200"": 5, ""400"": 5}",{}
63,Dictionaries_API_(UAT)_1,3,4,1,4,0,4,False,0,10,0,0,10,0,0,0,4,0,0,4,True,0,0,0,4,10,4,23,"{""200"": 10}",{}
64,pecmen_1,4,4,3,4,0,4,False,0,6,0,0,6,0,0,0,2,0,0,4,False,0,0,0,4,6,2,5,"{""200"": 6}",{}
65,BPDM_Certificate_Management_0,6,6,3,6,2,6,False,3,7,0,0,6,0,0,0,2,0,0,6,True,0,0,0,6,7,2,14,"{""200"": 5, ""400"": 7, ""409"": 1, ""201"": 2, ""401"": 5, ""406"": 2, ""503"": 5, ""404"": 4}","{""page"": 3}"
66,Automation_Config_UI_1,88,82,76,88,10,86,True,0,156,2,2,156,0,0,0,54,0,0,44,True,0,0,0,88,156,54,158,"{""200"": 84, ""405"": 44, ""400"": 60, ""404"": 50, ""503"": 2, ""204"": 16, ""201"": 6, ""500"": 4}",{}
67,Catchup_API_v4,2,0,2,2,0,2,False,0,2,0,0,2,0,0,0,0,0,0,2,True,0,0,0,2,2,0,3,"{""200"": 2, ""400"": 2, ""403"": 1, ""404"": 1}",{}
68,Api_Channel_Bussines_Banking_User_Unlock_1,5,5,5,5,0,4,True,0,5,1,1,4,0,0,0,5,0,0,5,True,0,0,0,5,5,5,10,"{""200"": 5, ""400"": 5, ""401"": 5, ""403"": 5, ""404"": 4, ""500"": 5, ""502"": 4, ""504"": 1}",{}
69,Mobile_RoA_Applications_1,9,9,7,9,0,7,True,0,13,2,2,9,0,0,0,6,0,0,9,True,0,0,0,9,13,6,11,"{""200"": 5, ""400"": 8, ""404"": 7}",{}
70,APIMRiesgo_1,2,2,1,2,0,1,False,0,3,1,1,3,0,0,0,0,0,0,2,True,0,0,0,2,3,2,2,"{""200"": 3, ""400"": 3, ""401"": 3, ""404"": 3, ""500"": 3}",{}
71,Expedientes_Service_1,1,2,1,2,0,2,False,0,2,0,1,2,0,0,0,1,0,0,2,True,0,0,0,2,2,1,2,"{""200"": 2}",{}
72,Challenge_v1,2,3,3,3,1,3,True,0,4,0,0,4,0,0,0,1,0,0,3,True,0,0,0,3,4,1,3,"{""200"": 2, ""500"": 4, ""400"": 2, ""201"": 1, ""204"": 1, ""404"": 1}",{}
73,Admin_Service_API_1,1,1,0,1,0,0,False,0,1,1,1,1,0,0,0,1,0,0,1,False,0,0,0,1,1,1,1,"{""200"": 1}",{}
74,Simple_Inventory_API_-_Q_1,1,1,1,1,0,1,False,1,2,0,0,2,0,0,0,1,0,0,1,True,0,0,0,1,2,1,4,"{""200"": 1, ""400"": 2, ""201"": 1, ""409"": 1}","{""limit"": 1}"
75,Petstore_from_Swagger_on_Lambda_1,14,14,7,14,0,10,True,0,20,4,4,16,0,0,0,7,0,0,14,True,0,0,0,14,20,9,23,"{""400"": 12, ""404"": 8, ""405"": 3, ""200"": 9}",{}
76,Cacao_API_0,1,1,1,1,0,1,False,0,1,0,0,0,0,0,0,0,0,0,1,True,0,0,0,1,1,0,2,"{""200"": 1}",{}
77,Acquisition_service_restful_interface_1,21,21,0,21,2,18,True,0,21,0,3,21,0,0,0,3,0,0,21,True,0,0,0,21,21,3,35,"{""200"": 21, ""500"": 21, ""404"": 19, ""400"": 3}",{}
78,Cloudonix_API,20,20,20,20,0,20,False,0,42,0,0,42,0,0,0,16,0,0,20,False,0,0,0,20,42,16,140,"{""200"": 31, ""404"": 35, ""204"": 11, ""500"": 24, ""400"": 1}",{}
79,Candidate_creation_1,1,1,1,1,0,1,True,1,2,0,0,2,0,0,0,1,0,0,1,True,0,0,0,1,2,1,4,"{""200"": 1, ""400"": 2, ""201"": 1, ""409"": 1}","{""limit"": 1}"
80,Dipbit_Pay_Gateway_API_1,18,18,15,18,0,8,True,3,18,5,10,18,0,0,1,0,0,0,0,False,0,0,0,18,18,0,61,"{""200"": 18, ""401"": 18}","{""limit"": 3, ""offset"": 3}"
81,CodeTalk_0,6,7,6,7,2,7,False,0,7,0,0,7,0,0,0,1,0,0,7,False,0,0,0,7,7,1,1,"{""200"": 6, ""204"": 1}",{}
82,ClearCloser_API_1,5,5,1,5,0,4,False,0,5,1,1,4,0,0,0,4,0,0,5,False,0,0,0,5,5,4,5,"{""200"": 1, ""401"": 5, ""500"": 5, ""202"": 4, ""400"": 4, ""403"": 4}",{}
83,Direct_Delivery_API_1,16,6,16,16,1,15,True,0,21,1,2,21,0,0,0,2,0,0,16,True,0,0,0,16,21,6,34,"{""200"": 16, ""201"": 5}",{}
84,Web_3,1,1,1,1,0,0,True,0,1,0,1,1,0,0,0,1,0,0,1,True,0,0,0,1,1,1,1,"{""200"": 1, ""400"": 1, ""401"": 1, ""403"": 1, ""404"": 1, ""500"": 1}",{}
85,YS_Discounts_1,1,1,1,1,0,0,True,0,1,1,1,1,0,0,0,0,0,0,1,False,0,0,0,1,1,0,0,"{""200"": 1}",{}
86,Swagger_BZA_1,1,1,1,1,0,1,True,0,1,0,0,1,0,0,0,0,0,0,1,False,0,0,0,1,1,0,1,"{""200"": 1, ""400"": 1, ""401"": 1, ""403"": 1, ""404"": 1, ""500"": 1}",{}
87,Cdek_1,5,5,5,5,0,5,True,1,5,0,0,0,0,0,0,1,0,0,5,True,0,0,0,5,5,1,5,"{""200"": 5}","{""limit"": 1, ""offset"": 1}"
88,Yourselv_API_v0,4,7,4,7,0,7,False,0,13,0,5,9,0,0,0,4,0,0,7,True,0,0,0,7,13,5,18,"{""200"": 11, ""404"": 1, ""204"": 2}",{}
89,Address_Auto-Complete_Service_1,7,7,7,7,1,7,True,0,7,0,0,7,0,0,0,0,0,0,7,True,0,0,0,7,7,0,10,"{""200"": 7}",{}
90,API_de_Medicamentos_Farmaco_1,8,10,10,10,2,8,True,0,11,2,5,11,0,0,0,1,0,0,10,True,0,0,0,10,11,1,16,"{""200"": 10, ""201"": 1}",{}
91,Altitude_SMS_Certificado_0,1,1,1,1,0,1,True,0,1,0,0,1,0,0,0,1,0,0,1,True,0,0,0,1,1,1,1,"{""200"": 1, ""400"": 1, ""500"": 1}",{}
92,BassKings_API_Documentation_1,1,1,1,1,0,1,True,1,2,0,0,2,0,0,0,1,0,0,1,True,0,0,0,1,2,1,4,"{""200"": 1, ""400"": 2, ""201"": 1, ""409"": 1}","{""limit"": 1}"
93,AVT24P_1,18,18,8,18,0,16,True,9,29,2,2,29,0,0,0,6,0,0,0,False,0,0,0,18,29,6,37,"{""200"": 29, ""400"": 29, ""404"": 23, ""500"": 29, ""409"": 6}","{""limit"": 9, ""page"": 2}"
94,AI_엔진_-_라벨링_API_1,1,1,1,1,0,1,False,0,1,0,0,1,0,0,0,0,0,0,1,False,0,0,0,1,1,1,1,"{""200"": 1}",{}
95,ParaSwap_API_v5_1,4,4,4,4,0,4,False,0,4,0,0,4,0,0,0,1,0,0,4,True,0,0,0,4,4,1,22,"{""200"": 4, ""400"": 2}",{}
96,CTQ_Print_Info_API_1,2,2,2,2,0,2,False,0,2,0,0,0,0,0,0,2,0,0,2,True,0,0,0,2,2,2,2,"{""200"": 2, ""400"": 2}",{}
97,Alert_Search_API_1,1,1,1,1,0,1,False,0,1,0,0,1,0,0,0,1,0,0,1,True,0,0,0,1,1,1,1,"{""200"": 1, ""400"": 1}",{}
98,All_member_gateway_inquiry_profile_1,1,1,1,1,0,1,False,0,1,0,0,1,0,0,0,1,0,0,1,False,0,0,0,1,1,1,1,"{""200"": 1, ""400"": 1, ""500"": 1}",{}
99,Cogni_Api_1,40,28,40,40,9,39,False,1,55,0,1,55,0,0,0,0,0,0,40,True,0,0,0,40,55,30,64,"{""200"": 55}","{""page"": 1}"
100,Decentlab_Data_Access_InfluxDB_API_v10,2,2,2,2,0,2,False,0,2,0,0,0,0,0,0,0,0,0,2,False,0,0,0,2,2,1,7,"{""200"": 1, ""204"": 1, ""400"": 1, ""401"": 1, ""403"": 1, ""413"": 1, ""503"": 1}",{}
101,DeliveryService_REST_API_1,2,2,1,2,0,2,True,0,3,0,0,3,0,0,0,1,0,0,2,True,0,0,0,2,3,1,6,"{""200"": 3, ""401"": 3, ""403"": 3, ""404"": 3, ""201"": 1}",{}
102,Api_Central_Middleware_1,7,7,7,7,0,7,True,0,15,0,0,0,0,0,0,7,0,0,7,True,0,0,0,7,15,7,83,"{""200"": 5, ""401"": 15, ""403"": 15, ""404"": 15, ""406"": 15, ""202"": 10, ""400"": 1}",{}
103,Agir_recouvement_API_1,5,7,4,7,0,0,False,0,7,7,7,7,0,0,0,1,0,0,7,False,0,0,0,7,7,1,33,"{""200"": 7, ""400"": 7, ""401"": 7, ""404"": 7}",{}
104,Takci_API_1,109,10,98,109,0,46,True,0,109,11,63,109,0,0,0,83,0,0,109,True,0,0,0,109,109,89,89,"{""200"": 109}",{}
105,Triquestra_Address_API_1,3,2,3,3,0,1,True,0,3,1,2,1,0,0,0,1,0,0,3,True,0,0,0,3,3,1,9,"{""200"": 3, ""400"": 2, ""401"": 2, ""404"": 2, ""409"": 1, ""500"": 3, ""501"": 2}",{}
106,Project-Unity_1,72,72,39,72,0,67,True,2,82,0,5,81,0,0,0,24,0,0,72,True,0,0,0,72,82,27,221,"{""200"": 82, ""401"": 67, ""400"": 2}","{""page"": 2}"
107,DeepBI-API_1,1,1,1,1,0,1,True,1,2,0,0,2,0,0,0,1,0,0,1,True,0,0,0,1,2,1,4,"{""200"": 1, ""400"": 2, ""201"": 1, ""409"": 1}","{""limit"": 1}"
108,Transcription_APIs_0,2,0,2,2,0,2,True,0,2,0,0,2,0,0,0,0,0,0,2,False,0,0,0,2,2,1,4,"{""200"": 2, ""401"": 2, ""404"": 2}",{}
109,ACC_Medical_Certificate_API_2,1,1,1,1,0,1,False,0,1,0,0,1,0,0,0,1,0,0,1,True,0,0,0,1,1,1,1,"{""200"": 1, ""202"": 1, ""400"": 1, ""401"": 1, ""403"": 1, ""404"": 1, ""500"": 1}",{}
110,metric_1,4,4,0,4,0,1,True,0,4,1,3,4,0,0,0,4,0,0,4,True,0,0,0,4,4,4,4,"{""200"": 4}",{}
111,detran-integration_1,0,2,2,2,0,0,True,0,2,1,2,2,0,0,0,0,0,0,0,True,0,0,0,2,2,0,6,"{""200"": 2}",{}
112,CommandWatch_API_2,7,6,7,7,0,7,True,0,8,0,0,4,0,0,0,3,0,0,1,False,0,0,0,7,8,4,15,"{""200"": 8, ""500"": 7, ""404"": 4}",{}
113,Crux_API_1,8,0,8,8,0,6,False,1,9,1,2,9,0,0,9,0,0,0,8,False,0,0,0,8,9,0,43,"{""200"": 9}","{""page"": 1}"
114,Swagger_Corp,6,6,4,6,0,5,True,0,9,0,1,9,0,0,0,5,0,0,6,True,0,0,0,6,9,5,11,"{""200"": 7, ""400"": 8, ""404"": 5, ""412"": 2}",{}
115,"The_orders_API_allows_you_to_create,_view,_update,_and_delete_individual,_or_a_batch,_of_orders",4,4,1,4,0,3,True,3,8,1,2,8,0,0,0,3,0,0,4,True,0,0,0,4,8,3,23,"{""200"": 3, ""400"": 8, ""201"": 4, ""404"": 2, ""204"": 1}","{""page"": 3}"
116,Loan_Service_API_1,3,3,2,3,0,2,True,0,4,0,1,4,0,0,0,2,0,0,3,True,0,0,0,3,4,2,4,"{""201"": 1, ""400"": 2, ""409"": 1, ""200"": 3, ""404"": 3}",{}
117,SIVI_AFD-definitions_1,2,2,1,2,0,2,False,0,2,0,0,2,0,0,0,0,0,0,2,True,0,0,0,2,2,0,3,"{""200"": 2, ""400"": 2, ""401"": 2, ""403"": 1, ""404"": 1}",{}
118,DMS_Order_Service_API_1,2,2,2,2,0,2,False,0,2,0,0,1,0,0,0,1,0,0,2,True,0,0,0,2,2,1,2,"{""200"": 2, ""403"": 2, ""500"": 2, ""404"": 1}",{}
119,Alerts_App_0,6,4,6,6,0,6,True,0,7,0,0,5,0,0,0,3,0,0,6,True,0,0,0,6,7,3,5,"{""200"": 3, ""401"": 4, ""202"": 4, ""400"": 1}",{}
120,defaultTitle_1,18,18,18,18,4,15,True,0,22,0,3,22,0,0,0,2,0,0,18,False,0,0,0,18,22,2,43,"{""200"": 22}",{}
121,API__Мой_Оператор_связи_Epic_2,3,1,3,3,0,3,True,0,6,0,0,6,0,0,0,2,0,0,3,True,0,0,0,3,6,2,6,"{""200"": 6}",{}
122,ComFreight_API_2,2,6,6,6,1,6,True,0,13,0,9,13,0,0,0,7,0,0,0,True,0,0,0,6,13,7,12,"{""200"": 7, ""400"": 2, ""201"": 3, ""204"": 3, ""404"": 2}",{}
123,Bifrost_for_EMR_1,4,4,4,4,0,2,False,0,4,1,2,4,0,0,0,4,0,0,4,False,0,0,0,4,4,4,4,"{""200"": 4, ""401"": 4, ""400"": 2}",{}
124,Contratos_API_2,16,16,16,16,0,16,True,0,16,0,0,16,0,0,0,6,0,0,16,True,0,0,0,16,16,6,17,"{""200"": 15, ""404"": 4, ""500"": 5, ""201"": 1, ""400"": 1}",{}
125,OC_1,118,117,116,116,0,69,True,0,118,4,49,118,0,0,7,113,0,0,109,True,0,0,0,118,118,118,237,"{""200"": 118}",{}
126,Asset_Filter_Service_1,1,1,1,1,0,1,False,0,1,0,0,1,0,0,0,0,0,0,1,True,0,0,0,1,1,0,7,"{""200"": 1, ""401"": 1, ""404"": 1, ""500"": 1}",{}
127,Beekenkamp_Order_API_1,11,11,0,11,0,11,False,0,13,0,0,13,0,0,0,2,0,0,11,False,0,0,0,11,13,2,13,"{""200"": 13}",{}
128,Alpha_api_ORD_1,19,19,19,19,2,19,False,0,31,0,0,31,0,0,0,0,0,0,19,True,0,0,0,19,31,13,49,"{""200"": 31}",{}
129,DeleteContact_1,1,1,0,0,0,0,True,0,1,0,1,1,0,0,0,1,0,0,1,True,0,0,0,1,1,1,1,"{""200"": 1, ""400"": 1}",{}
130,Civi_Disability_Services_-_The_Helping_Hand_of_Speech_Treatment_for_Kids_1,1,1,1,1,0,1,True,1,2,0,0,2,0,0,0,1,0,0,1,True,0,0,0,1,2,1,4,"{""200"": 1, ""400"": 2, ""201"": 1, ""409"": 1}","{""limit"": 1}"
131,AWEX_applications_API_0,135,136,130,136,44,119,False,20,156,0,17,156,0,0,0,50,0,0,136,False,0,0,0,136,156,55,211,"{""200"": 156, ""403"": 146, ""400"": 86, ""409"": 3, ""404"": 48}","{""page"": 20}"
132,AA_Identity_Service_0,6,6,0,6,0,3,True,0,6,2,3,6,0,0,0,4,0,0,6,True,0,0,0,6,6,4,14,"{""200"": 6, ""201"": 3, ""500"": 6, ""401"": 1}",{}
133,Course_API_1,1,1,1,1,0,1,False,0,2,0,0,0,0,0,0,1,0,0,1,False,0,0,0,1,2,1,2,"{""200"": 1, ""201"": 1}",{}
134,dialogflow_1,1,1,1,1,0,1,True,0,1,0,0,1,0,0,0,0,0,0,1,False,0,0,0,1,1,0,0,"{""200"": 1}",{}
135,Cookbook_API_0,2,2,2,2,0,2,True,0,5,0,0,5,0,0,0,2,0,0,2,False,0,0,0,2,5,2,5,"{""200"": 5, ""404"": 2, ""400"": 4}",{}
136,qa-funnel-api_20190903T110348Z,2,2,2,2,0,2,False,0,2,0,0,1,0,0,0,0,0,0,2,False,0,0,0,2,2,0,4,"{""200"": 2}",{}
